0.210690;0.057461;10.218.452
0.220267;0.067038;10.371.682
0.220267;0.086191;10.046.070
0.220267;0.076614;9.892.841
0.220267;0.095768;9.940.725
0.229843;0.076614;9.864.111
0.210690;0.076614;9.825.804
0.191536;0.114922;9.950.302
0.201113;0.076614;9.931.149
0.181959;0.067038;9.959.879
0.191536;0.095768;9.988.609
0.181959;0.114922;10.084.377
0.220267;0.095768;10.026.917
0.210690;0.086191;10.046.070
0.229843;0.095768;9.998.186
0.210690;0.095768;9.998.186
0.210690;0.057461;9.873.688
0.229843;0.124498;9.988.609
0.191536;0.105345;10.007.763
0.210690;0.086191;10.007.763
0.210690;0.086191;10.036.493
0.191536;0.095768;10.026.917
0.210690;0.095768;9.969.456
0.210690;0.086191;9.979.033
0.201113;0.067038;9.940.725
0.220267;0.095768;10.007.763
0.191536;0.086191;9.940.725
0.201113;0.067038;9.969.456
0.239420;0.086191;9.931.149
0.220267;0.114922;9.988.609
0.229843;0.105345;9.883.265
0.210690;0.086191;9.921.572
0.220267;0.114922;9.950.302
0.220267;0.124498;10.055.647
0.210690;0.067038;9.998.186
0.229843;0.095768;10.046.070
0.201113;0.095768;10.084.377
0.201113;0.095768;10.084.377
0.229843;0.076614;9.959.879
0.201113;0.095768;9.902.418
0.229843;0.076614;9.892.841
0.220267;0.067038;9.902.418
0.210690;0.105345;9.969.456
0.210690;0.095768;9.940.725
0.210690;0.067038;9.988.609
0.220267;0.124498;10.007.763
0.181959;0.076614;10.084.377
0.201113;0.076614;10.065.224
0.201113;0.086191;10.065.224
0.210690;0.095768;10.017.340
0.220267;0.114922;9.902.418
0.210690;0.057461;9.816.227
0.210690;0.086191;9.825.804
0.229843;0.105345;9.844.957
0.191536;0.086191;9.959.879
0.229843;0.105345;9.988.609
0.220267;0.086191;10.055.647
0.220267;0.067038;9.988.609
0.220267;0.067038;9.988.609
0.201113;0.067038;9.979.033
0.191536;0.086191;10.026.917
0.210690;0.086191;9.969.456
0.191536;0.086191;9.959.879
0.210690;0.086191;9.921.572
0.220267;0.105345;9.931.149
0.220267;0.124498;9.892.841
0.229843;0.095768;9.883.265
0.191536;0.124498;10.017.340
0.201113;0.105345;10.084.377
0.201113;0.086191;10.132.261
0.210690;0.095768;10.170.568
0.210690;0.095768;10.122.684
0.201113;0.114922;10.036.493
0.201113;0.076614;9.911.995
0.210690;0.095768;9.883.265
0.229843;0.105345;9.892.841
0.201113;0.105345;9.892.841
0.229843;0.076614;9.864.111
0.239420;0.114922;9.940.725
0.220267;0.095768;9.959.879
0.172383;0.124498;9.998.186
0.210690;0.105345;9.969.456
0.181959;0.105345;10.017.340
0.191536;0.076614;9.988.609
0.201113;0.067038;10.036.493
0.210690;0.086191;10.084.377
0.210690;0.105345;10.113.108
0.201113;0.095768;10.065.224
0.220267;0.076614;9.969.456
0.201113;0.095768;9.940.725
0.181959;0.105345;9.902.418
0.201113;0.086191;9.844.957
0.229843;0.114922;9.873.688
0.162806;0.086191;9.940.725
0.229843;0.086191;9.940.725
0.229843;0.076614;9.950.302
0.181959;0.105345;9.998.186
0.248997;0.095768;10.084.377
0.210690;0.076614;10.093.954
0.181959;0.067038;10.103.531
0.201113;0.114922;10.074.800
