time,x1,y1,x2,y2,z1,z2,z3,z4,z5,z6,z7,z8,anomaly
0.18,1.477843410327338,-0.235029665356726,1.477843410327338,-0.235029665356726,1.4882865900775757,1.5224968016766764,0.7745383125288016,0.9801592836762064,-1.488028339331444,-0.5855350847416257,-1.3071907467141948,1.3080470791547978,0
0.195,1.4741919197720617,-0.25177103709080806,1.4741919197720617,-0.25177103709080806,1.3762084135780728,1.481574511798934,0.7126873531175947,1.03196483491183,-1.4199796509342595,-0.5883371145451309,-1.2516207504399879,1.3335855349195587,0
0.21,1.4702921803440052,-0.26813210481142125,1.4702921803440052,-0.26813210481142125,1.4038828778990837,1.5311486764018107,0.7528706476482525,1.0717558267839091,-1.4562056674814174,-0.5729055607446656,-1.2364195397707172,1.3231757853999242,0
0.22499999999999998,1.4661497973496151,-0.28412575478673,1.4661497973496151,-0.28412575478673,1.4759928591430713,1.3900395321033225,0.763969974222981,0.9576611227827203,-1.4838411625633403,-0.5334767298963781,-1.2927848007942089,1.205259540060101,0
0.24,1.461770182722697,-0.29976488525967343,1.461770182722697,-0.29976488525967343,1.4986935117224676,1.4443314196723536,0.6489671037054632,1.0527227012357345,-1.42930805690328,-0.5406901805320835,-1.288052643132743,1.372934441425627,0
0.255,1.457158557685455,-0.31506234887462764,1.457158557685455,-0.31506234887462764,1.4657269717449537,1.4535679005429034,0.6785510148262982,1.0700441164045071,-1.3811715610907886,-0.5437500692921773,-1.2474007367299154,1.2727801868114024,0
0.27,1.4523199527470412,-0.33003095242178027,1.4523199527470412,-0.33003095242178027,1.4465375386276291,1.3187095835234737,0.8221954831252808,0.9995899599246983,-1.4357615602431362,-0.5638426528274073,-1.175312165742986,1.294374299382483,0
0.285,1.4472592080753681,-0.34468344785651855,1.4472592080753681,-0.34468344785651855,1.4322040232959037,1.3929615713964414,0.6965618374177382,1.0322913994079153,-1.318038676655831,-0.4886028568277252,-1.1654519912169876,1.3426868863709065,0
0.3,1.441980970639349,-0.3590324659094066,1.441980970639349,-0.3590324659094066,1.3680548711209775,1.4013010079214097,0.574265869033785,0.9853630990370235,-1.363563008103842,-0.3982696780800834,-1.2141685385541605,1.3343220757100176,0
0.315,1.4364896935395433,-0.3730905203348076,1.4364896935395433,-0.3730905203348076,1.4004974831198078,1.4838999932807106,0.5802743729650612,0.9985897273933427,-1.4343452634290963,-0.5108510820611509,-1.2198262713259902,1.3387840910037803,0
0.32999999999999996,1.430789647576957,-0.38686996726349254,1.430789647576957,-0.38686996726349254,1.4077577090289677,1.3954474802612271,0.6468223525997155,1.0362959470618973,-1.431485987309075,-0.38948664174911674,-1.1283779459580618,1.4795781098064908,0
0.345,1.4248849221857451,-0.4003829984967979,1.4248849221857451,-0.4003829984967979,1.477741033496691,1.3839809728204462,0.6258676140698054,0.8754398492446087,-1.2907428429848538,-0.38797554473756257,-1.1718329733837636,1.4388438178975462,0
0.36,1.4187794254332102,-0.41364164150662597,1.4187794254332102,-0.41364164150662597,1.4359603399116332,1.4596537144660198,0.5768400136002836,0.9063242047558743,-1.409986122852532,-0.4934912673359373,-1.0917445938477894,1.4082221335591387,0
0.375,1.4124768858343395,-0.4266577522782458,1.4124768858343395,-0.4266577522782458,1.3243248780662027,1.3315813535448369,0.7013194033137762,0.9984897807073472,-1.3699457331150635,-0.36176043715454353,-1.1285908270816667,1.4457931358344094,0
0.39,1.4059808533445315,-0.439442979713911,1.4059808533445315,-0.439442979713911,1.4221850518142714,1.302418649972353,0.7080882965866528,0.9990055500769609,-1.3618472223625677,-0.37568786061442816,-1.0887617476520906,1.4859874766489183,0
0.40499999999999997,1.3992946990856652,-0.45200877505824744,1.3992946990856652,-0.45200877505824744,1.3800405850648494,1.381215084082198,0.5494806637985569,0.8480694075097944,-1.4637123658264684,-0.3652737802539001,-1.135442485550684,1.3587836983664785,0
0.42,1.392421629532915,-0.4643663807377907,1.392421629532915,-0.4643663807377907,1.3585755295176172,1.3200362911289973,0.5919385635087266,0.9877184985629018,-1.4574462853852457,-0.24588709035804698,-1.0157780998548798,1.3887157184654801,0
0.435,1.3853646873069847,-0.4765268289200584,1.3853646873069847,-0.4765268289200584,1.415948501749028,1.3148807225740022,0.5800760251622864,0.7720543902527743,-1.323280779521759,-0.2833096834399789,-1.1318467435340354,1.4356060801353452,0
0.44999999999999996,1.3781267511741062,-0.4885009415135507,1.3781267511741062,-0.4885009415135507,1.4296767272989037,1.4067984407585052,0.5723677334948696,0.9229182445678423,-1.4124696523216356,-0.3615329254783219,-1.0291307911935146,1.4210924879450253,0
0.46499999999999997,1.3707105364084171,-0.5002993302962582,1.3707105364084171,-0.5002993302962582,1.417274542364227,1.4145092283040461,0.47324884940237344,0.8934741323648572,-1.353328420433206,-0.26795513480810984,-1.095623587963831,1.403020625549942,0
0.48,1.3631186033564386,-0.5119323941498758,1.3631186033564386,-0.5119323941498758,1.3211577271953068,1.4025618141490448,0.5879206776613827,0.8366915009844424,-1.4230629602708664,-0.33065567645324206,-0.9675053054223443,1.4775835970690545,0
0.495,1.355353349368934,-0.5234103063059731,1.355353349368934,-0.5234103063059731,1.3398927305763733,1.4107921823842957,0.47322297658229706,0.8304983757282477,-1.3574433785702684,-0.3134702468434605,-1.0843019856641112,1.4180073184887239,0
0.51,1.3474170230215716,-0.534743031671927,1.3474170230215716,-0.534743031671927,1.3639801945917498,1.4094737390223118,0.48346010246733523,0.8229845976159983,-1.32361817080285,-0.24667192214056272,-0.9161671194504896,1.3680833388381564,0
0.525,1.3393117301616964,-0.5459403313037727,1.3393117301616964,-0.5459403313037727,1.3880889865178143,1.2328822197203497,0.448166971139708,0.8350674872196977,-1.4304235211677236,-0.18099772856245833,-0.9042422492766202,1.5059533840252213,0
0.54,1.3310394339083291,-0.5570117624062028,1.3310394339083291,-0.5570117624062028,1.3070807220160647,1.3535600319048025,0.4267750807951924,0.9350450516448738,-1.3176554012593913,-0.29906229268672047,-0.9351405971295279,1.516092642493864,0
0.5549999999999999,1.3226019546521675,-0.5679666783325678,1.3226019546521675,-0.5679666783325678,1.3133190058189765,1.2961215446736896,0.43335823275568436,0.8672770675269441,-1.3076710404804588,-0.2349204976346211,-0.9257134750840857,1.541025541073978,0
0.57,1.31400097008858,-0.5788142286513405,1.31400097008858,-0.5788142286513405,1.2586842213882785,1.2766297577890582,0.34580017656821105,0.8881296550402594,-1.3291685901496908,-0.1359800601811533,-0.9156576549119664,1.541796536895867,0
0.585,1.3052380256433422,-0.5895633785356625,1.3052380256433422,-0.5895633785356625,1.2454276944393088,1.3332587572537775,0.2921649335125361,0.7905006013550655,-1.3532100221256607,-0.2268553034560258,-0.9667365463288876,1.432311333305896,0
0.6,1.2963145278588482,-0.6002228899957992,1.2963145278588482,-0.6002228899957992,1.336940818978558,1.2097997538640606,0.3656473027679924,0.8082183071650914,-1.3093030326485942,-0.1632796168193546,-0.9456167982523815,1.4291652268555015,0
0.615,1.287231751018063,-0.6108013375759762,1.287231751018063,-0.6108013375759762,1.3550437524466041,1.1996763207244472,0.3178482913138849,0.7331308222807169,-1.3013575065038374,-0.16540515934314465,-0.88350995768197,1.3556337091707165,0
0.63,1.2779908477220419,-0.6213071306663732,1.2779908477220419,-0.6213071306663732,1.2743903416430251,1.3096694849261277,0.37475185135375966,0.7626961602879795,-1.1783214936115913,-0.07104718673125,-0.8249907778650962,1.4031358917225254,0
0.645,1.2685928488899305,-0.6317485135031231,1.2685928488899305,-0.6317485135031231,1.3187694937845318,1.2929821497654754,0.3545209121958196,0.7388022240733775,-1.2724210902643036,-0.10390592931150626,-0.8412467844960534,1.4702185983525307,0
0.6599999999999999,1.259038663758965,-0.6421335651683123,1.259038663758965,-0.6421335651683123,1.2771204650113468,1.2658752965525406,0.3189020309700536,0.7805672082360117,-1.2812546554503228,-0.11972331081726542,-0.9473817709500283,1.3758960646146152,0
0.6749999999999999,1.2493290798844712,-0.6524701995899813,1.2493290798844712,-0.6524701995899813,1.217073092154215,1.2053334096483144,0.3776394821641509,0.7103980399219214,-1.2556855736555337,-0.13151504297115815,-0.8100351787862552,1.4835947539701164,0
0.69,1.2394647631398659,-0.6627661655421233,1.2394647631398659,-0.6627661655421233,1.2575345434152865,1.276656244868972,0.2885124078771098,0.6933986819513758,-1.2197132556505126,0.03071973967183869,-0.85759691004774,1.4773165080556228,0
0.705,1.229446266333324,-0.6730290730045686,1.229446266333324,-0.6730290730045686,1.3063480946566226,1.263461410936348,0.20110392122643667,0.7444544451933219,-1.212760318016406,-0.06311521545761825,-0.7812653057366896,1.4179038906296788,0
0.72,1.2192740304017198,-0.6832663925489418,1.2192740304017198,-0.6832663925489418,1.2174827284462222,1.2235392561540925,0.24793586856054478,0.7112479252903681,-1.2006639714039793,-0.05537294114614757,-0.8309610782591423,1.4856566899802115,0
0.735,1.2089483769810743,-0.6934854312919916,1.2089483769810743,-0.6934854312919916,1.2871805597717745,1.1500823249175858,0.3026864071319048,0.6680739099873472,-1.1839080533976256,-0.0037528089963511056,-0.739291574762217,1.489833977934425,0
0.75,1.1984695241027274,-0.7036933827212376,1.1984695241027274,-0.7036933827212376,1.0674822688982402,1.1772071068162522,0.1348529416973319,0.6498332276004616,-1.277831082235556,0.022635388045187922,-0.7342725533571507,1.4032707887942601,0
0.765,1.1878375863702868,-0.7138973272502339,1.1878375863702868,-0.7138973272502339,1.228932711589048,1.229729270246509,0.20919365354026326,0.6460727215501714,-1.1696045439909317,-0.06781723560476365,-0.7582533049004389,1.4340819673261889,0
0.78,1.1770525749596286,-0.7241042322185679,1.1770525749596286,-0.7241042322185679,1.181404928371537,1.243412136099718,0.22739494578711728,0.7106815966273845,-1.1766857718207588,0.008270515082910351,-0.792414639944229,1.4706503574210157,0
0.7949999999999999,1.1661143976188972,-0.7343209518918614,1.1661143976188972,-0.7343209518918614,1.1511640300956039,1.1497875674500808,0.3158513782456984,0.6795437058945637,-1.2073646508086229,-0.020168010986080537,-0.6592157642438394,1.4099925529616795,0
0.8099999999999999,1.1550228586685052,-0.7445542274617699,1.1550228586685052,-0.7445542274617699,1.1596108974952803,1.142539210278092,0.22815508984121105,0.6095044801878108,-1.1610613186596475,0.021001779660030827,-0.6950017726219722,1.3129696509730944,0
0.825,1.143777659001133,-0.7548106870459829,1.143777659001133,-0.7548106870459829,1.0443992132710884,1.13569320359988,0.15875601042253096,0.5999672387750905,-1.1619064897418514,0.12879097503779816,-0.6946886859716648,1.4684769346264905,0
0.84,1.1323783963795033,-0.7650968465886968,1.1323783963795033,-0.7650968465886968,1.1213948019876276,1.1461230468250518,0.16242070190783217,0.5667187161748238,-1.147331442412939,0.1387892408914259,-0.6624553016646674,1.4144128556730131,0
0.855,1.1208245810532176,-0.7754191589066372,1.1208245810532176,-0.7754191589066372,1.138680209628805,1.0917712160502164,0.025624609936248696,0.592643932865253,-1.127309447567789,0.1266806212290597,-0.716034630385642,1.3758227106281737,0
0.87,1.1091156211970168,-0.7857839722260662,1.1091156211970168,-0.7857839722260662,1.1830103234340925,0.9644063683184376,0.05201353214930954,0.6065465467847854,-1.2095313227971423,0.043227011047526895,-0.6042180566640354,1.4041601644745962,0
0.885,1.0972508267355572,-0.7961975359374497,1.0972508267355572,-0.7961975359374497,1.0713373158218749,1.156889276817912,0.12089586682976303,0.5444118934764016,-1.101907281294382,0.13920534246985858,-0.6354887169342525,1.3804200846077488,0
0.8999999999999999,1.085229418355978,-0.806666026731517,1.085229418355978,-0.806666026731517,1.0448047382113188,1.1749638657141055,0.08010762463622308,0.6855504730633103,-1.0718406320633664,0.11761078193287966,-0.6024232825763957,1.4375002192595734,0
0.9149999999999999,1.073050527507901,-0.8171955485992616,1.073050527507901,-0.8171955485992616,1.0479626753286742,1.0424305345276152,0.07003476588867545,0.5950629837893047,-1.0813250072975678,0.21265227579035162,-0.5746195251539605,1.5365627665109924,0
0.9299999999999999,1.0607131964034306,-0.8277921328319405,1.0607131964034306,-0.8277921328319405,1.1064833022885343,1.007380527957492,0.04069372091359832,0.5498148631163386,-1.1187748098744434,0.1517051805986526,-0.6536648562017274,1.505010149431956,0
0.945,1.0482163780171547,-0.8384617380210749,1.0482163780171547,-0.8384617380210749,1.064653933500139,1.0413613518976437,0.021960103789038902,0.5430851943635409,-1.1145384711272128,0.1554472516574213,-0.6504658979002218,1.468818531999538,0
0.96,1.0355589360861435,-0.8492102500584493,1.0355589360861435,-0.8492102500584493,1.0090709258977915,1.0261837418997048,0.010418768312463968,0.4565247895318301,-1.0509809404906667,0.23202086109501174,-0.6157495543790593,1.4291580894734508,0
0.975,1.02273964510995,-0.8600434821361126,1.02273964510995,-0.8600434821361126,1.0484030167656178,1.072515573968098,-0.06464646214508529,0.45325996062275375,-1.008499926451194,0.29197098750688516,-0.5522915223669413,1.4642031381476601,0
0.99,1.0097571903506097,-0.870967174746377,1.0097571903506097,-0.870967174746377,1.0146110678180118,1.0124891624328616,-0.04058797007041175,0.566322456132954,-0.9716348922861601,0.302177100812011,-0.507136573530032,1.4887067909118992,0
1.005,0.9966101678326419,-0.8819869956818188,0.9966101678326419,-0.8819869956818188,1.0450424173592863,0.9569790263140827,-0.10882920574441934,0.5687467169106185,-0.9870900321387004,0.3314100740595835,-0.5592978907372168,1.5080536886012117,0
1.02,0.9832970862265205,-0.8931085348552933,0.9832970862265205,-0.8931085348552933,0.9481944315326528,0.917376613698618,-0.09527703388173106,0.36288076105629935,-0.987857445781705,0.3497241918568528,-0.5254928105738024,1.4109430759919261,0
1.035,0.9698163917966528,-0.9043372646917491,0.9698163917966528,-0.9043372646917491,0.9534332844667643,1.0130981010376365,-0.02237147890757679,0.4836699268219811,-1.1285312656925697,0.3839834430960204,-0.43293633089684014,1.3482561895420373,0
1.05,0.9561664281032528,-0.9156786913625458,0.9561664281032528,-0.9156786913625458,0.9365610204466449,0.9861419901614653,-0.10927563672649836,0.5155719686995575,-1.0198903599624387,0.329630007811817,-0.47735207286441206,1.5422639894097556,0
1.065,0.9423454538178823,-0.927138253895563,0.9423454538178823,-0.927138253895563,0.8691697064112763,0.9953734477224732,-0.08872460724680255,0.4155782678306241,-0.9612150981395076,0.3168223461131283,-0.4326130249579647,1.5101855204210959,0
1.08,0.9283516533821146,-0.9387212869631839,0.9283516533821146,-0.9387212869631839,0.9431576672353433,0.8799423158460599,-0.1312431411964752,0.49464092407491606,-0.9983571320727505,0.31644604089714035,-0.32113561872078833,1.4449223954113786,0
1.095,0.9141831370075366,-0.9504330208822936,0.9141831370075366,-0.9504330208822936,0.927235900616531,1.0061049819839532,-0.1749618939687504,0.44287956244256943,-0.9982016416497959,0.43634112167341454,-0.34257100964184484,1.4169121278687797,0
1.1099999999999999,0.8998379406757472,-0.9622785816142807,0.8998379406757472,-0.9622785816142807,0.9000936135078702,0.8126532153228854,-0.22507873289796085,0.41272318362956967,-0.991993099294343,0.3870903763962647,-0.41937034870964013,1.4128766030849145,0
1.125,0.8853140261383574,-0.9742629907650363,0.8853140261383574,-0.9742629907650363,0.8735846694696001,0.9207940772084314,-0.2138149693857319,0.3634342818952736,-0.8376512991197417,0.36956129077094024,-0.3123191723285387,1.408552458911258,0
1.14,0.8706092809169916,-0.986391165584954,0.8706092809169916,-0.986391165584954,0.7998407438144709,0.7751301425571465,-0.20404937859309127,0.36558315150564097,-0.9777486786576716,0.4607617631299527,-0.27613662692279833,1.3583570617969145,0
1.155,0.855721518303286,-0.9986679189689307,0.855721518303286,-0.9986679189689307,0.8346892521650181,0.8162049492183626,-0.20383625605880343,0.3237353069799843,-0.91005787828697,0.3820778766278428,-0.22964311367491128,1.4231255840700365,0
1.17,0.8406484773588899,-1.0110979594563652,0.8406484773588899,-1.0110979594563652,0.8235127515325514,0.9186996238812879,-0.24660747961506846,0.34587198858399515,-0.9223666168066287,0.4205078060606806,-0.22345729527007738,1.4284612026893717,0
1.185,0.8253878229154644,-1.0236858912311604,0.8253878229154644,-1.0236858912311604,0.7852739594543835,0.8669560356392639,-0.2403806883296115,0.3284440907311045,-0.9155211806531331,0.5056936265947382,-0.20728104342825646,1.3790383825461445,0
1.2,0.8099371455746838,-1.03643621412172,0.8099371455746838,-1.03643621412172,0.8018728599913834,0.7826261248003247,-0.36924876278798,0.2786527587293289,-0.837950583657989,0.5595034949334499,-0.2077634339899444,1.4360773395364501,0
1.2149999999999999,0.7942939617082344,-1.0493533236009527,0.7942939617082344,-1.0493533236009527,0.8144965045489614,0.7683521095671499,-0.270553006148195,0.1873839710196783,-0.8033927604884329,0.519694240511683,-0.16487866980158272,1.4848043469438466,0
1.23,0.7784557252318273,-1.062441443289336,0.7784557252318273,-1.062441443289336,0.8727650202923538,0.7834868307735994,-0.3912102051995396,0.25915695708758,-0.88923260432226,0.5457227524830796,-0.11965151051531561,1.4038979775660672,0
1.2449999999999999,0.7624198678849139,-1.0757044140382785,0.7624198678849139,-1.0757044140382785,0.7711487585265059,0.78812691742295,-0.30680355291986583,0.20198241630495856,-0.8134321745305715,0.6180619030915503,-0.14951241969444987,1.4874939136769438,0
1.26,0.7461837212537054,-1.0891461446796245,0.7461837212537054,-1.0891461446796245,0.7590612407898436,0.8087626903878402,-0.3523149128270756,0.18059805205944912,-0.8072296720022418,0.6418424797349714,-0.15657413434769943,1.4466356646254006,0
1.275,0.7297445675927501,-1.102770290107423,0.7297445675927501,-1.102770290107423,0.7260222718044417,0.7069328673623254,-0.4926808437752317,0.18570007699506647,-0.8094711466056257,0.5185976473603441,-0.10324670688277061,1.4424529560413843,0
1.29,0.7130996480636431,-1.1165802021813833,0.7130996480636431,-1.1165802021813833,0.617161087298691,0.6325103948892831,-0.3843436234773221,0.24489207674364896,-0.8186765685676584,0.7187267186427687,-0.09313292371239393,1.3787089471909149,0
1.305,0.6962461627350286,-1.130578929726873,0.6962461627350286,-1.130578929726873,0.6949204689625678,0.7040945940874666,-0.39374581901414574,0.13112600713074518,-0.7015062566884709,0.6507426708240811,-0.05466782542790972,1.4977017228670935,0
1.3199999999999998,0.6791812705825977,-1.1447692185349203,0.6791812705825977,-1.1447692185349203,0.682192781079649,0.656309728707178,-0.4032082756149905,0.12523024817526596,-0.7933925597617487,0.6525952629278218,-0.12277868134608773,1.441596439837583,0
1.335,0.6619020894890891,-1.159153511362213,0.6619020894890891,-1.159153511362213,0.7850641951133535,0.5968704042516668,-0.5274300708323024,0.1876386193536883,-0.7914012241140902,0.6896295465196208,0.053007874602288896,1.446823264633908,0
1.3499999999999999,0.6444056962442908,-1.1737339479310975,0.6444056962442908,-1.1737339479310975,0.6347876480052347,0.6592891420099305,-0.5032276570016746,0.09649460648302115,-0.6556945794595993,0.6682487888836454,0.03683419087400368,1.470281906557383,0
1.365,0.6266891265450368,-1.1885123649295815,0.6266891265450368,-1.1885123649295815,0.6417664936617175,0.6160334388403974,-0.5009772810840283,0.06066911375682954,-0.68481372160034,0.8875776708939197,0.10700251419380302,1.3735356658125115,0
1.38,0.6087493749954228,-1.203490296010123,0.6087493749954228,-1.203490296010123,0.6070137865101607,0.6240749853189125,-0.5226916758729743,0.13949554968226752,-0.7378445795702075,0.719012383730995,0.027187526716743682,1.460601444516898,0
1.395,0.5905834484637584,-1.2186686695458055,0.5905834484637584,-1.2186686695458055,0.5321495465827818,0.5458612384543994,-0.563149685641691,0.07437497730653814,-0.6664257402032696,0.7337041101467167,0.1272728130208072,1.3957355598778522,0
1.41,0.5721883391594438,-1.2340479676229061,0.5721883391594438,-1.2340479676229061,0.6293294798851948,0.5965238656757187,-0.6293870466595928,0.06567727771662232,-0.6773482131402859,0.8202392834355663,0.11876991065761996,1.3932314670812913,0
1.425,0.5535610099493222,-1.249628306978567,0.5535610099493222,-1.249628306978567,0.5911576615836609,0.4877061001115733,-0.5834014620881949,0.03254410138412829,-0.5550714053991816,0.7893260666167926,0.1613774135187582,1.418327051959917,0
1.44,0.5346984509551813,-1.265409115517035,0.5346984509551813,-1.265409115517035,0.5742500483073336,0.49331188147035215,-0.6081665013526665,0.04599321764476866,-0.6247483902254551,0.889738903908671,0.2130058822075695,1.3887708963004797,0
1.4549999999999998,0.5155976795537509,-1.281389132309665,0.5155976795537509,-1.281389132309665,0.47012830681401396,0.5034519679993871,-0.69094666127227,0.039952949001807354,-0.5690368921014651,0.9913626853795043,0.2509034235695331,1.3810918211441252,0
1.47,0.4962557403767041,-1.2975664075949165,0.4962557403767041,-1.2975664075949165,0.566395455923509,0.5833466611246898,-0.7481025223428805,-0.019858939170930373,-0.5794996004858276,0.9434952775309713,0.21190413638059225,1.377016362971777,0
1.4849999999999999,0.4766697053106581,-1.3139383027783549,0.4766697053106581,-1.3139383027783549,0.40657715217104407,0.5159109737380828,-0.7713286004420679,-0.10824768437212862,-0.489010176219016,0.978453180352709,0.23998852324671632,1.4004151606899762,0
1.5,0.456836673497172,-1.3305014904326522,0.456836673497172,-1.3305014904326522,0.4861795281871855,0.5106962987105614,-0.6930170712370125,-0.03834008054950789,-0.5329790390951701,0.9735576940863818,0.31010235734986724,1.3410144242166182,0
1.515,0.4367537722319134,-1.3472519500218414,0.4367537722319134,-1.3472519500218414,0.5462765535224123,0.5076076238990707,-0.7403631182058316,-0.0903322427008569,-0.4673355916465125,0.9629648304088929,0.16707647673325743,1.3689363260399807,0
1.53,0.41641823707497205,-1.364184585823263,0.41641823707497205,-1.364184585823263,0.3668914208184376,0.5965598438655157,-0.815850418339511,-0.05083002749022392,-0.47997935975493644,1.0276201546827777,0.39076255144715333,1.4260053696112556,0
1.545,0.39582737267848206,-1.3812934106803434,0.39582737267848206,-1.3812934106803434,0.3675124861983435,0.39790682605640376,-0.8520677892909946,-0.15908194308077667,-0.5163117889870315,1.122494632635274,0.3965229277910502,1.3529972012171396,0
1.56,0.37497857499575754,-1.398571443159012,0.37497857499575754,-1.398571443159012,0.3799611432501396,0.4459986211522503,-0.9580846167470765,-0.15087293921419356,-0.4699352448135955,1.1654711144714869,0.42032964660237326,1.421200640235155,0
1.575,0.3538693801741402,-1.4160104757318792,0.3538693801741402,-1.4160104757318792,0.32869559746833027,0.4045011428942373,-0.9017620039105718,-0.23034243470266796,-0.46180418864743955,1.127803427115644,0.4499143407182667,1.4829777550550602,0
1.5899999999999999,0.33249746455499757,-1.4336010747782386,0.33249746455499757,-1.4336010747782386,0.25496429300169093,0.38229908972037385,-0.9852588947267767,-0.1384302132154736,-0.46073187266198923,1.1980142333402315,0.38590847536843004,1.4808990367646553,0
1.605,0.31086064467372365,-1.4513325805840647,0.31086064467372365,-1.4513325805840647,0.314288793414025,0.3995726255757327,-0.946201795925788,-0.1379008731308528,-0.4665591758305124,1.1440962625540296,0.4899310040598299,1.3107771990622046,0
1.6199999999999999,0.28895687725973984,-1.4691931073420132,0.28895687725973984,-1.4691931073420132,0.2358416915734346,0.26799122571051603,-0.923617338733282,-0.24538808803185536,-0.325139028079164,1.1810424941249087,0.5451224646457866,1.4052810466431194,0
1.635,0.2667843033277225,-1.4871693751968664,0.2667843033277225,-1.4871693751968664,0.2904639248594816,0.24185005213090355,-1.0609001274624559,-0.2527490292069663,-0.4763331011500593,1.1610278826240974,0.5745828209926831,1.3403657706142178,0
1.65,0.24434130450698233,-1.5052464832008923,0.24434130450698233,-1.5052464832008923,0.19837009279529216,0.2603295801810754,-1.0292051429779816,-0.30581930562968157,-0.28660624269950147,1.32595575678389,0.7026766769057489,1.3313476639111828,0
1.665,0.22162647567660768,-1.5234080201822426,0.22162647567660768,-1.5234080201822426,0.29912319592748465,0.21249148708051332,-1.0207493243399033,-0.32351830409817744,-0.3997155604450296,1.2714025788919758,0.6039240651468488,1.389088543433217,0
1.68,0.19863870084155213,-1.5416357869642647,0.19863870084155213,-1.5416357869642647,0.15947603622474027,0.2145637434914608,-1.0893604730042095,-0.27592303403055574,-0.2850718440099388,1.2637200747268302,0.681742308904848,1.4374777070260014,0
1.6949999999999998,0.17537715457146702,-1.5599097909914024,0.17537715457146702,-1.5599097909914024,0.15927407876118324,0.2535145938241176,-1.156528994260749,-0.3587740245615314,-0.32064503553778007,1.3853054252219261,0.6195486784436534,1.429685760753219,0
1.71,0.15184130200070237,-1.578208246329194,0.15184130200070237,-1.578208246329194,0.19251716286918585,0.12793396586538844,-1.1599657521302658,-0.33298811307148535,-0.3535818532881312,1.4576910639744953,0.6732794151235147,1.2988920562195807,0
1.7249999999999999,0.12803092554308063,-1.5965075003963058,0.12803092554308063,-1.5965075003963058,0.06648770972138286,0.1127969774133941,-1.1429597349838008,-0.3808931767656307,-0.19158842866928688,1.4024093187586368,0.8309165253253498,1.3905015208352483,0
1.74,0.10394620885453912,-1.6147817830877458,0.10394620885453912,-1.6147817830877458,0.1153192055847456,0.11266175903086798,-1.2081915404869699,-0.3661886913909044,-0.3471688797987339,1.3629886822006965,0.7733297591383317,1.3575261967687764,0
