0.411803;0.124498;10.170.568
0.440533;0.124498;10.505.757
0.430956;0.172383;10.735.600
0.392649;0.124498;10.649.409
0.287304;0.153229;10.649.409
0.287304;0.134075;10.381.259
-0.009577;0.143652;9.404.425
0.287304;0.134075;9.500.193
0.392649;0.124498;9.423.578
0.430956;0.153229;9.528.923
0.268151;0.153229;9.892.841
0.335188;0.134075;9.892.841
-0.143652;0.124498;9.299.079
-0.028730;0.181959;10.486.604
0.478840;0.162806;11.166.556
0.373495;0.172383;10.965.444
0.268151;0.124498;10.409.989
0.201113;0.114922;8.868.123
-0.124498;0.124498;8.619.126
0.153229;0.172383;9.232.041
0.383072;0.086191;9.279.925
0.335188;0.153229;10.189.722
0.172383;0.095768;10.457.873
0.373495;0.162806;10.687.716
-0.076614;0.172383;10.591.949
0.316035;0.162806;10.812.215
0.459687;0.095768;10.419.566
0.229843;0.105345;9.720.459
0.134075;0.124498;9.337.387
0.325611;0.162806;8.858.546
-0.019154;0.076614;8.686.164
0.421380;0.134075;9.911.995
0.411803;0.134075;10.285.490
0.363919;0.172383;10.898.406
0.248997;0.124498;10.668.563
0.277727;0.124498;10.304.645
0.181959;0.181959;10.132.261
0.450110;0.134075;9.758.766
0.335188;0.114922;9.442.732
0.258574;0.143652;9.471.462
0.143652;0.095768;9.222.465
0.181959;0.172383;9.442.732
-0.038307;0.124498;9.911.995
0.316035;0.172383;10.620.679
0.296881;0.134075;10.936.713
0.210690;0.201113;10.917.560
0.162806;0.114922;10.266.336
0.258574;0.124498;9.749.189
0.067038;0.105345;9.385.271
0.373495;0.124498;9.337.387
0.373495;0.124498;9.337.387
0.172383;0.162806;9.797.073
0.191536;0.124498;9.730.036
0.229843;0.124498;10.850.522
0.488417;0.181959;10.946.290
0.325611;0.124498;10.630.256
0.124498;0.124498;10.208.876
0.191536;0.095768;9.069.236
0.172383;0.124498;9.174.581
0.402226;0.153229;9.787.497
0.095768;0.153229;10.247.183
0.239420;0.124498;10.477.027
0.201113;0.162806;10.840.945
0.373495;0.105345;10.314.221
0.373495;0.105345;10.314.221
0.095768;0.124498;9.452.309
0.057461;0.134075;9.078.813
0.220267;0.153229;9.021.352
0.210690;0.153229;9.710.882
0.306458;0.153229;10.046.070
0.335188;0.134075;10.275.913
0.248997;0.162806;10.611.102
0.162806;0.134075;10.505.757
0.296881;0.172383;10.534.488
0.229843;0.114922;10.314.221
0.316035;0.134075;9.720.459
0.277727;0.105345;9.299.079
0.134075;0.143652;9.174.581
0.229843;0.134075;9.318.233
0.325611;0.162806;9.892.841
0.306458;0.162806;10.678.140
0.306458;0.162806;10.678.140
0.201113;0.124498;10.591.949
0.124498;0.153229;10.505.757
0.143652;0.095768;10.180.145
0.287304;0.124498;9.825.804
0.220267;0.124498;9.500.193
0.277727;0.172383;9.404.425
0.134075;0.143652;9.203.311
0.229843;0.124498;9.959.879
0.354342;0.162806;10.534.488
0.210690;0.134075;10.783.484
0.277727;0.162806;10.649.409
0.191536;0.124498;10.199.299
0.210690;0.153229;9.787.497
0.258574;0.124498;9.452.309
0.229843;0.143652;9.337.387
0.229843;0.143652;9.337.387
0.229843;0.134075;9.548.077
0.181959;0.114922;9.806.650
0.181959;0.143652;10.295.067
0.325611;0.124498;10.754.754
0.296881;0.153229;10.783.484
0.172383;0.143652;10.438.720
0.248997;0.134075;9.739.613
0.201113;0.124498;9.442.732
0.229843;0.143652;9.394.848
0.296881;0.134075;9.375.694
