-0.028730;-0.976834;10.266.336
0.047884;-0.948104;10.160.992
0.086191;-0.938527;9.883.265
0.172383;-0.909797;9.730.036
0.181959;-0.900220;9.653.421
0.105345;-0.890643;9.844.957
0.057461;-0.900220;9.892.841
0.057461;-0.900220;9.969.456
0.067038;-0.900220;9.979.033
0.057461;-0.938527;9.940.725
0.057461;-0.909797;9.825.804
0.086191;-0.919373;9.777.920
0.086191;-0.900220;9.816.227
0.067038;-0.938527;9.835.381
0.067038;-0.928950;9.892.841
0.019154;-0.957681;9.959.879
0.019154;-0.928950;9.921.572
0.000000;-0.957681;9.931.149
0.095768;-0.986411;9.931.149
0.095768;-0.948104;9.854.534
0.086191;-0.957681;9.873.688
0.086191;-0.957681;9.864.111
0.057461;-0.957681;9.931.149
0.028730;-0.957681;10.007.763
0.019154;-0.957681;10.036.493
0.047884;-0.957681;10.036.493
0.057461;-0.928950;9.911.995
0.095768;-0.919373;9.950.302
0.086191;-0.938527;9.806.650
0.114922;-0.919373;9.787.497
0.105345;-0.909797;9.777.920
0.076614;-0.900220;9.835.381
0.067038;-0.928950;9.835.381
0.076614;-0.909797;9.883.265
0.057461;-0.919373;9.921.572
0.009577;-0.928950;9.873.688
-0.019154;-0.928950;9.921.572
0.009577;-0.900220;9.911.995
0.086191;-0.928950;9.931.149
0.076614;-0.928950;9.892.841
0.057461;-0.938527;9.864.111
0.076614;-0.948104;9.873.688
0.086191;-0.967257;10.084.377
-0.229843;-1.043.872;10.486.604
-0.316035;-1.072.602;11.453.861
1.283.292;-0.967257;15.428.236
0.450110;-0.976834;10.965.444
0.890643;-1.053.449;15.591.042
-0.967257;-1.110.910;11.128.249
-1.187.524;-1.034.295;10.524.911
0.268151;-0.909797;12.775.460
1.283.292;-0.804452;11.616.667
0.517148;-0.746991;9.203.311
0.201113;-0.660800;9.892.841
-0.833182;-0.565032;7.584.831
-0.727837;-0.536301;7.192.182
0.143652;-0.478840;7.441.179
0.622492;-0.153229;5.813.122
-0.746991;-0.402226;6.234.501
-0.928950;-0.325611;5.717.354
0.248997;-0.268151;5.880.159
0.833182;-0.383072;7.096.414
0.775721;-0.450110;7.182.605
-0.316035;-0.526724;7.651.869
-0.679953;-0.632069;8.762.778
-0.766145;-0.814029;9.241.618
0.469264;-0.814029;10.534.488
0.976834;-0.766145;11.243.171
0.737414;-0.871489;11.453.861
0.220267;-1.034.295;12.660.539
-0.718261;-1.168.370;13.493.721
0.028730;-1.101.333;13.713.987
0.526724;-1.091.756;14.039.598
0.612916;-1.082.179;14.020.445
0.105345;-1.063.026;13.627.796
-0.469264;-1.063.026;13.292.608
-0.402226;-1.091.756;13.072.341
0.191536;-0.957681;12.449.849
0.842759;-0.737414;10.994.174
0.842759;-0.746991;10.994.174
-0.660800;-0.756568;9.356.541
-0.708684;-0.584185;8.389.283
0.258574;-0.497994;7.680.599
0.660800;-0.450110;7.422.025
0.699107;-0.373495;6.761.226
-0.248997;-0.248997;5.832.275
-0.651223;-0.383072;5.995.081
-0.603339;-0.430956;6.119.579
-0.124498;-0.335188;5.985.504
0.737414;-0.229843;6.090.849
0.593762;-0.402226;6.713.342
0.076614;-0.526724;7.297.527
-0.651223;-0.545878;7.738.060
-0.430956;-0.593762;8.293.514
0.517148;-0.785298;10.113.108
0.536301;-0.794875;10.860.099
0.038307;-0.890643;11.405.977
-0.450110;-1.053.449;12.296.620
-0.335188;-1.053.449;13.225.570
0.181959;-1.015.141;13.244.724
0.584185;-1.015.141;13.503.298
0.335188;-1.110.910;14.298.173
-0.143652;-1.158.794;14.058.752
-0.459687;-1.091.756;13.599.066
-0.478840;-1.053.449;13.397.953
0.277727;-1.034.295;13.215.993
0.651223;-0.948104;12.574.347
0.296881;-0.814029;11.156.980
-0.229843;-0.871489;10.888.829
-0.536301;-0.861913;10.438.720
-0.067038;-0.603339;8.686.164
0.344765;-0.517148;8.101.978
0.555455;-0.507571;7.862.558
0.411803;-0.517148;7.575.254
0.047884;-0.469264;6.952.762
-0.536301;-0.325611;5.928.043
-0.383072;-0.383072;6.071.695
0.028730;-0.402226;6.205.771
0.632069;-0.210690;5.861.006
0.383072;-0.239420;5.995.081
-0.076614;-0.402226;6.569.689
-0.488417;-0.517148;7.125.144
-0.220267;-0.517148;7.613.562
0.536301;-0.612916;9.021.352
0.536301;-0.622492;9.021.352
0.239420;-0.766145;10.304.645
-0.153229;-0.785298;10.601.525
-0.421380;-0.957681;12.066.776
-0.095768;-1.015.141;12.746.730
0.373495;-1.005.565;13.043.611
0.622492;-0.976834;13.139.379
0.555455;-0.995988;13.407.530
-0.296881;-1.177.947;14.202.404
-0.526724;-1.120.486;14.058.752
-0.373495;-1.091.756;13.646.950
0.430956;-1.063.026;13.484.144
0.612916;-1.043.872;13.330.915
0.478840;-0.995988;12.746.730
-0.287304;-0.909797;11.348.516
-0.469264;-0.900220;11.051.635
-0.296881;-0.890643;10.630.256
0.124498;-0.766145;9.854.534
0.612916;-0.545878;8.379.706
0.335188;-0.565032;8.034.941
-0.143652;-0.555455;7.728.483
-0.517148;-0.402226;6.435.614
-0.220267;-0.296881;6.110.003
0.201113;-0.325611;6.157.887
0.545878;-0.277727;6.081.272
0.248997;-0.229843;5.861.006
-0.181959;-0.268151;5.928.043
-0.497994;-0.469264;6.981.492
-0.134075;-0.469264;7.278.373
0.306458;-0.421380;7.479.486
0.574608;-0.469264;8.006.210
0.076614;-0.746991;9.605.537
-0.287304;-0.766145;10.084.377
-0.450110;-0.804452;10.400.413
-0.287304;-0.814029;10.975.020
0.421380;-0.986411;12.574.347
0.593762;-0.976834;12.899.959
0.440533;-0.995988;12.995.727
-0.296881;-1.139.640;13.752.295
-0.469264;-1.187.524;14.125.790
-0.248997;-1.177.947;14.010.868
0.459687;-1.034.295;13.493.721
0.507571;-1.072.602;13.532.028
0.287304;-1.101.333;13.417.107
-0.076614;-1.053.449;12.852.075
-0.373495;-0.928950;11.540.052
-0.114922;-0.909797;11.224.017
0.229843;-0.881066;10.831.368
0.526724;-0.603339;9.212.888
0.201113;-0.574608;8.542.512
-0.440533;-0.574608;7.872.135
-0.450110;-0.584185;7.872.135
-0.067038;-0.363919;6.617.573
0.277727;-0.258574;6.263.232
0.450110;-0.268151;6.263.232
0.047884;-0.296881;6.129.156
